case_identifier,turnout16_2016,RIGGED_SYSTEM_1_2016,RIGGED_SYSTEM_2_2016,RIGGED_SYSTEM_3_2016,RIGGED_SYSTEM_4_2016,RIGGED_SYSTEM_5_2016,RIGGED_SYSTEM_6_2016,track_2016,persfinretro_2016,econtrend_2016,Americatrend_2016,futuretrend_2016,wealth_2016,values_culture_2016,US_respect_2016,trustgovt_2016,trust_people_2016,helpful_people_2016,fair_people_2016,imiss_a_2016,imiss_b_2016,imiss_c_2016,imiss_d_2016,imiss_e_2016,imiss_f_2016,imiss_g_2016,imiss_h_2016,imiss_i_2016,imiss_j_2016,imiss_k_2016,imiss_l_2016,imiss_m_2016,imiss_n_2016,imiss_o_2016,imiss_p_2016,imiss_q_2016,imiss_r_2016,imiss_s_2016,imiss_t_2016,imiss_u_2016,imiss_x_2016,imiss_y_2016
121454081,Voted,1,3,3,2,2,2,1,1,2,3,2,2,1,2,3,1,1,1,3,1,2,1,4,1,4,2,3,1,2,3,1,4,3,1,2,2,1,1,4,3,4
121454309,Voted,3,2,1,1,2,1,3,2,4,3,4,2,3,3,3,1,1,8,2,2,2,1,2,1,2,1,3,2,1,1,1,3,3,2,2,2,1,2,1,1,1
121456508,Voted,2,2,3,2,3,1,1,1,1,1,1,2,3,2,2,2,1,2,1,1,2,1,1,1,2,1,1,1,1,2,1,1,1,2,1,1,1,3,1,2,1
121456637,Did not vote,3,2,3,2,4,1,2,2,2,3,3,8,3,3,3,1,2,1,1,1,1,4,1,1,4,2,3,2,2,4,1,1,1,1,2,1,2,2,1,2,3
121456709,Voted,4,3,2,3,3,3,2,1,3,3,4,8,2,8,3,1,8,8,1,2,2,1,1,1,2,1,1,1,2,1,1,2,2,2,1,2,1,2,2,2,2
121458875,Voted,4,4,1,3,3,2,2,1,1,1,2,2,1,3,3,2,1,8,3,1,1,1,2,2,1,1,1,2,1,1,2,2,2,3,2,2,3,1,2,1,1
121462808,Voted,3,2,3,1,3,2,2,3,3,3,1,1,2,3,3,1,2,1,1,1,2,2,3,1,3,1,2,1,2,2,1,2,1,2,2,1,1,2,2,4,4
121492589,Voted,3,3,2,2,2,2,2,2,1,1,1,1,3,3,3,2,1,2,1,1,1,3,1,1,4,1,2,1,1,3,2,2,1,1,2,1,2,2,1,3,3
121499243,Voted,3,2,2,1,3,1,2,3,3,3,3,8,3,3,3,1,2,1,1,1,1,3,1,1,2,2,3,2,2,3,1,2,1,1,2,1,1,1,2,2,2
121502261,Voted,3,2,2,2,2,2,2,3,3,1,1,1,3,3,3,2,1,2,1,1,4,2,1,2,4,1,2,1,1,4,1,1,1,1,2,1,1,1,1,4,4
121513148,Voted,3,2,3,1,3,1,2,3,3,3,1,1,3,3,3,1,2,1,2,1,1,2,1,1,3,1,2,1,2,4,1,1,1,1,2,1,1,2,1,2,3
121521650,Voted,2,1,4,1,3,2,2,3,2,3,3,1,3,3,3,1,1,2,1,1,2,2,1,1,2,1,2,1,3,2,1,2,1,1,2,1,1,3,1,1,3
121522064,Voted,3,2,4,1,3,1,2,3,3,3,4,1,3,3,3,2,1,2,1,1,1,2,1,1,3,2,3,2,3,4,2,1,1,1,2,2,1,1,1,3,3
121528925,Voted,3,1,4,1,2,1,2,3,3,3,4,8,3,3,3,1,2,8,3,1,3,4,1,1,4,1,3,3,2,4,2,2,1,1,2,1,3,3,1,1,3
121536734,Voted,3,2,3,2,3,2,2,1,2,2,4,1,3,2,3,1,2,1,1,1,2,2,1,2,3,2,3,2,2,3,2,3,1,2,2,1,2,2,1,3,3
121543487,Voted,4,4,1,2,4,4,1,1,1,1,3,2,8,1,3,2,2,2,3,1,1,1,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1
121544078,Voted,3,1,4,1,2,2,2,3,3,3,3,1,3,3,3,2,1,2,1,1,1,3,1,1,3,2,3,2,4,4,1,2,1,2,2,2,2,2,1,3,3
121566848,Voted,3,1,2,1,3,2,1,3,1,3,3,1,3,3,3,2,8,8,2,1,1,2,1,1,4,1,2,2,2,4,1,2,1,1,1,1,2,1,1,3,4
121570361,Voted,3,3,1,2,2,2,1,2,2,2,2,2,3,2,3,1,2,1,1,2,2,1,1,1,2,2,1,1,1,1,1,2,2,1,1,1,1,2,2,1,2
121571075,Voted,2,2,1,1,2,2,2,2,2,3,3,2,3,3,3,1,1,1,1,1,1,1,2,1,3,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1
121571381,Voted,3,2,2,4,3,3,2,2,2,2,3,1,1,3,3,1,2,1,2,1,2,1,1,4,1,1,2,1,3,1,1,1,1,3,1,4,2,4,3,1,1
121586864,Voted,3,2,1,2,3,1,3,2,1,2,3,2,3,3,3,8,1,1,2,1,2,2,2,2,4,1,2,2,1,3,1,3,1,1,2,1,2,2,3,3,3
121607636,Voted,2,1,3,1,2,2,3,2,1,3,3,1,3,3,3,1,1,1,2,1,1,2,1,1,2,1,3,1,2,3,1,1,1,1,2,1,1,3,1,2,3
121616093,Voted,3,4,1,1,2,1,2,3,3,3,3,2,3,3,3,2,1,2,2,1,2,1,4,3,1,1,2,1,1,1,1,1,1,4,1,3,1,4,3,1,1
121619552,Voted,2,1,4,1,2,2,2,3,2,3,3,1,3,3,3,1,2,1,1,1,1,3,2,2,3,2,3,2,1,4,3,1,1,2,4,1,2,3,1,3,3
121640903,Voted,3,3,2,1,3,4,2,3,2,3,4,2,3,3,3,1,8,8,2,1,2,4,2,2,4,2,3,1,3,4,2,2,2,1,4,2,2,4,1,3,4
121642703,Voted,2,2,2,1,1,1,2,3,3,3,3,8,3,3,3,2,1,2,1,1,2,3,1,1,2,2,3,1,1,4,2,2,1,1,2,1,2,1,1,2,3
121643399,Voted,4,4,1,1,2,1,2,2,2,1,3,2,3,3,3,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
121651496,Voted,2,2,2,2,2,2,2,1,2,2,3,2,2,2,3,1,2,1,1,1,2,1,1,1,2,1,1,1,2,1,1,2,1,1,1,1,1,1,1,2,2
121653824,Voted,2,3,1,1,4,1,2,2,2,1,4,2,3,3,3,1,1,2,1,1,2,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1
121660517,Voted,4,1,4,1,4,1,1,2,1,2,1,1,3,3,3,1,1,1,1,1,1,3,1,1,4,2,2,1,1,4,1,1,1,1,3,1,1,1,1,4,4
121663199,Voted,3,1,4,2,1,1,2,2,3,3,3,1,3,3,3,1,1,8,1,1,1,3,1,1,3,2,4,1,3,4,2,2,3,1,3,1,2,2,1,3,3
121666214,Voted,4,2,3,2,4,2,2,2,2,2,2,1,2,3,3,1,2,1,1,1,2,2,2,1,1,2,1,1,2,1,1,2,1,1,1,2,1,1,1,2,1
121670504,Voted,3,4,1,1,2,1,3,1,4,1,2,2,8,3,3,1,8,1,4,2,1,1,2,3,1,1,1,1,2,1,1,3,2,3,1,4,1,1,4,1,1
121676912,Voted,3,3,2,2,1,2,2,3,3,3,4,8,3,3,3,2,1,2,2,1,2,2,2,2,2,1,2,1,1,2,1,2,1,1,2,1,1,2,2,2,1
121680551,Voted,3,3,2,3,2,2,2,2,1,3,2,2,3,3,3,2,1,1,2,1,2,1,3,1,1,1,2,1,2,1,1,1,1,3,1,1,1,2,4,1,1
121711916,Voted,4,2,2,1,2,2,2,3,2,3,1,2,3,3,3,1,2,2,1,1,1,2,1,1,4,1,1,1,2,4,1,1,1,1,1,1,1,1,1,1,3
121732592,Voted,4,2,3,1,3,1,2,3,3,3,3,1,3,3,3,1,2,1,1,1,1,3,1,1,4,1,2,2,1,3,2,2,1,1,2,1,2,1,1,2,2
121736660,Voted,4,1,1,1,4,1,2,1,3,3,1,2,1,3,3,1,2,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1
121736915,Voted,1,3,1,1,1,1,1,1,1,3,3,2,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
121742585,Voted,2,3,1,2,1,1,2,2,1,1,4,2,1,3,3,1,1,2,2,2,3,1,4,2,2,1,2,1,1,1,1,2,1,2,2,2,1,2,2,2,2
121816607,Did not vote,2,3,3,1,2,1,2,3,2,3,3,1,3,3,3,2,1,1,1,2,1,3,1,1,3,2,4,1,2,4,1,3,1,2,2,3,3,1,3,4,3
121866707,Voted,2,4,1,3,1,1,1,2,1,3,2,2,2,1,3,1,1,1,2,1,3,3,3,2,4,1,1,1,3,3,1,1,1,2,1,1,1,1,4,1,1
121881236,Voted,2,3,1,1,1,1,3,3,2,3,3,8,3,2,3,8,1,8,1,1,3,1,1,1,4,1,2,1,1,1,1,1,1,1,1,1,1,4,1,3,4
121886900,Voted,3,2,2,3,2,2,1,2,3,1,1,2,3,3,3,2,1,2,1,1,2,3,3,1,2,1,2,1,2,2,1,2,1,1,1,1,1,2,2,2,2
121902455,Voted,4,1,3,1,3,2,2,2,2,2,2,1,1,3,3,1,1,2,1,1,1,3,1,1,4,1,3,1,1,4,1,2,1,1,2,1,1,2,1,3,3
121909499,Voted,2,3,2,3,2,1,2,2,2,3,3,2,3,2,3,1,1,8,2,1,2,1,4,1,4,4,3,1,3,1,1,1,4,4,1,4,1,3,1,3,3
121910456,Voted,3,3,1,3,1,2,2,2,2,4,3,2,3,3,3,1,2,1,1,1,1,1,3,1,2,1,1,1,1,1,1,2,1,2,1,1,1,2,2,3,2
121915136,Voted,3,1,2,1,4,3,2,1,2,3,4,1,3,2,3,1,2,1,1,1,1,2,1,1,4,2,2,1,2,4,1,2,1,2,2,2,1,1,1,4,4
121931117,Voted,3,2,2,1,3,2,2,3,4,3,3,2,3,3,3,1,1,2,1,1,1,2,2,1,2,1,2,1,2,2,1,2,1,2,2,1,1,2,2,2,2
121938053,Voted,4,4,2,2,1,2,2,2,4,3,4,1,3,3,3,1,8,1,2,2,3,1,4,3,3,2,2,2,1,1,2,2,2,2,2,1,2,1,2,3,4
121945025,Voted,2,2,2,1,3,2,3,3,3,3,3,1,8,3,3,1,8,8,1,1,1,2,1,1,2,1,2,1,2,4,1,1,1,1,1,1,1,2,1,2,2
121945577,Voted,4,1,4,1,3,1,2,2,3,3,4,1,3,3,3,1,2,2,1,1,2,2,1,1,4,1,3,1,2,3,2,1,1,1,2,1,2,3,1,3,4
121957478,Voted,4,4,1,4,1,1,1,1,1,1,3,2,3,1,2,1,2,1,2,1,2,1,1,1,1,2,1,1,1,2,1,1,2,2,2,1,1,1,1,1,1
121959578,Voted,3,2,2,2,3,2,2,3,3,3,3,1,3,2,2,2,2,2,4,3,1,3,2,2,3,3,1,1,4,4,2,4,3,3,4,1,4,4,3,4,4
121970663,Voted,4,2,2,1,2,2,2,2,2,2,3,1,3,3,3,1,1,1,1,1,1,1,1,1,4,2,3,3,1,2,1,2,1,1,2,1,1,4,1,3,4
121982771,Voted,1,3,2,1,2,1,2,2,3,1,2,8,3,3,3,1,2,1,2,1,3,2,3,2,2,1,1,1,3,2,1,3,2,2,3,1,1,1,2,2,2
121985915,Voted,4,4,1,4,1,1,2,2,1,1,3,2,3,3,3,1,2,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,2,1,1
122009387,Voted,2,3,1,1,2,1,2,3,2,3,2,2,3,3,3,1,2,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2
122011034,Voted,3,2,3,1,3,3,2,2,2,1,2,1,3,3,3,2,1,2,2,1,3,2,2,1,3,2,3,1,3,3,1,1,1,2,2,1,1,3,1,2,3
122022476,Voted,4,1,3,2,3,1,2,2,3,3,3,1,3,3,3,2,2,2,1,1,2,4,1,1,4,2,2,3,2,4,3,3,1,1,2,2,3,1,2,4,4
122038118,Voted,3,2,3,1,2,1,3,2,2,3,3,1,1,3,3,2,2,8,2,2,2,3,2,1,4,2,3,3,3,4,2,3,2,1,3,1,2,3,1,3,4
122041049,Voted,4,2,2,1,3,1,1,2,1,1,3,1,1,3,3,2,1,2,2,1,1,3,1,1,4,1,2,1,2,4,2,1,1,1,2,1,1,2,1,3,4
122051666,Voted,3,2,3,1,2,3,1,3,1,3,4,1,3,3,3,1,2,1,2,1,2,4,2,1,4,2,4,1,2,4,2,3,2,2,4,2,2,4,2,4,4
122064137,Voted,3,3,2,2,2,2,3,2,1,4,4,2,3,3,3,1,2,1,1,1,1,1,1,2,4,2,2,1,2,1,1,2,2,3,1,1,1,2,2,3,3
122073641,Voted,3,1,3,1,3,2,2,3,2,3,3,1,3,3,3,1,2,1,1,1,1,2,1,1,2,1,1,1,1,2,1,1,1,1,2,1,1,2,1,2,1
122077142,Voted,3,1,3,1,3,2,1,2,1,3,2,1,2,3,3,1,1,2,1,1,1,4,1,1,4,3,3,2,2,4,2,2,2,1,3,1,2,3,1,4,4
122077730,Voted,2,4,1,1,1,1,2,3,3,3,3,2,3,3,3,1,1,2,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,4
122089067,Voted,3,3,1,2,2,1,3,1,1,1,2,2,2,1,3,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,3,1,1
122101646,Voted,3,2,2,1,3,1,2,3,3,3,3,8,3,2,3,1,2,1,1,1,2,2,1,1,3,2,2,1,1,2,1,2,1,1,2,2,1,1,1,2,1
122107202,Voted,3,3,2,1,2,2,1,3,3,2,1,1,3,3,3,1,1,8,1,1,1,1,1,1,4,2,3,1,2,4,1,3,1,1,2,2,1,4,1,2,3
122110016,Voted,3,1,3,1,2,2,1,3,2,3,1,1,1,3,3,2,2,2,2,1,2,3,2,1,3,2,3,2,2,4,1,2,1,1,2,2,1,3,1,4,4
122121629,Voted,4,2,2,3,3,1,2,2,3,3,3,2,3,3,3,1,2,1,1,1,2,2,1,1,3,1,3,2,1,2,1,2,2,1,1,2,1,1,2,1,3
122133569,Voted,4,3,1,3,3,1,1,1,1,1,3,2,2,2,2,2,1,2,1,1,3,1,2,1,1,1,1,1,1,1,1,1,1,2,1,3,1,3,3,1,1
122170700,Voted,3,1,3,2,3,2,2,2,2,1,1,1,2,3,3,1,2,1,2,2,2,3,1,2,4,2,3,3,3,4,2,3,3,1,4,1,2,2,1,4,4
122174150,Voted,2,1,3,1,3,2,2,2,2,3,4,1,3,3,3,2,1,8,1,1,2,2,1,1,2,1,2,3,1,3,1,2,2,1,1,2,2,2,1,2,2
122184095,Voted,3,3,1,4,3,1,1,2,1,1,3,2,1,1,3,2,1,2,3,2,3,1,3,2,1,1,2,1,1,1,1,1,3,4,2,2,1,1,3,1,1
122192804,Voted,2,2,3,4,2,1,2,3,4,3,3,1,3,3,3,8,1,8,1,1,2,3,1,2,3,3,2,2,2,3,2,2,1,1,3,1,2,3,1,3,4
122205998,Voted,1,4,1,3,1,1,2,2,2,3,2,2,2,3,3,1,2,1,2,1,1,4,4,4,4,1,4,1,1,4,1,4,1,4,2,2,1,1,4,2,1
122227907,Voted,2,2,2,2,2,2,2,3,3,3,3,2,3,3,3,1,1,1,1,1,1,1,1,1,4,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1
122235458,Voted,4,4,2,4,4,4,2,3,1,1,1,2,3,3,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,2
122240993,Voted,4,2,3,1,4,2,2,3,3,3,1,1,3,3,3,1,1,1,1,1,1,4,1,1,4,1,4,1,3,4,2,2,1,1,4,1,4,1,1,4,4
122248205,Voted,3,1,4,1,1,1,2,3,3,3,1,1,3,3,3,1,2,1,1,2,1,3,1,1,4,2,3,2,1,4,1,2,2,1,2,1,1,1,1,4,4
122285174,Voted,2,2,3,2,2,2,2,3,3,3,2,1,3,3,3,2,1,2,2,1,1,4,2,1,4,2,2,1,1,4,2,2,1,1,3,1,2,4,2,4,4
122288180,Voted,3,1,3,1,2,2,3,3,1,3,3,1,8,3,3,1,2,1,2,1,1,2,1,2,2,1,3,2,1,2,2,1,1,1,1,1,2,3,1,1,2
122296067,Voted,2,1,1,2,3,2,2,3,1,1,4,2,3,3,3,1,2,1,2,1,1,3,2,1,3,3,3,1,1,3,1,2,1,1,3,1,2,3,3,3,3
122306939,Voted,3,1,3,1,3,3,1,1,1,3,3,1,3,3,3,2,1,2,2,1,1,4,1,1,4,2,3,2,2,4,2,1,1,1,3,1,3,1,1,4,4
122312822,Voted,2,2,3,4,3,3,2,3,3,3,3,8,3,3,3,1,2,1,1,1,2,2,1,1,3,1,2,2,3,3,1,2,1,1,2,1,2,3,1,2,2
122321273,Voted,3,2,3,1,2,1,2,2,2,3,2,1,3,3,3,1,2,1,2,1,1,4,1,2,4,2,3,1,2,4,2,2,1,1,2,1,2,4,1,4,4
122324948,Voted,2,3,1,1,1,1,2,2,2,3,3,2,3,3,3,1,1,1,1,1,1,2,2,1,3,2,3,1,1,2,1,1,1,2,2,1,1,3,1,2,2
122334362,Voted,2,2,2,1,1,1,2,3,3,3,2,1,3,3,3,1,2,1,1,1,1,2,1,1,4,1,1,1,1,3,1,1,1,1,2,1,1,3,1,2,2
122365289,Voted,3,2,3,1,3,1,2,2,3,3,4,1,3,3,3,2,1,2,1,1,1,4,1,1,4,2,3,1,2,4,1,2,1,1,1,2,1,1,1,4,4
122365571,Voted,3,2,1,1,3,1,2,2,1,1,4,8,3,3,3,2,8,8,1,1,1,2,3,1,3,1,2,1,1,2,1,1,1,3,2,2,1,4,2,2,3
122369612,Voted,4,2,2,1,2,2,2,2,3,3,3,2,3,3,3,2,1,1,1,2,1,1,2,1,4,1,1,1,2,2,3,2,1,2,1,2,1,2,3,1,1
122379062,Voted,2,3,1,3,2,2,2,3,1,3,3,2,2,3,3,2,2,1,2,1,3,1,2,2,1,1,2,1,1,1,2,2,2,3,1,2,2,1,2,2,1
122386763,Voted,4,1,3,1,4,1,2,3,1,3,1,1,1,3,3,2,1,2,1,1,1,3,1,1,3,2,3,1,2,4,2,1,1,1,2,1,2,4,1,3,3
122388584,Voted,1,3,1,2,1,1,3,3,3,3,3,2,3,3,3,2,2,2,1,1,1,1,2,1,2,1,1,1,1,2,1,2,1,1,1,1,1,2,2,1,1
122413475,Voted,1,1,1,1,1,1,2,2,1,1,1,1,3,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
122418437,Voted,4,1,2,1,3,1,1,2,1,2,1,1,3,3,3,1,2,1,1,1,1,4,1,1,4,3,4,4,4,4,1,1,1,2,2,1,3,1,1,4,4
122420111,Voted,3,4,2,1,2,2,1,3,1,3,2,1,2,2,3,1,2,1,1,1,3,1,1,1,3,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,3
122438696,Voted,2,1,2,1,1,2,2,3,3,3,2,2,3,3,3,2,2,1,1,1,2,3,1,1,4,3,3,2,1,4,2,1,1,1,2,1,2,1,1,3,3
122445560,Voted,2,2,2,2,2,2,1,1,2,1,1,1,2,2,3,2,2,2,1,1,4,3,1,2,3,1,4,1,3,3,3,3,1,1,2,2,3,3,2,4,4
122446160,Voted,3,2,3,1,3,2,1,2,1,4,1,2,1,8,3,1,2,1,1,1,2,2,3,2,3,1,1,1,2,3,1,2,1,2,2,1,1,3,2,2,2
122462126,Voted,3,2,2,1,3,2,1,1,2,4,2,1,3,2,3,8,1,2,1,2,3,2,3,2,3,2,2,2,2,2,1,2,2,2,2,2,2,3,2,2,3
122463521,Voted,2,2,2,2,2,2,1,2,1,1,1,2,3,1,1,1,2,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
122465888,Voted,2,3,1,3,2,2,1,2,1,3,3,2,3,3,3,2,1,2,1,1,2,1,1,1,3,2,2,1,1,1,1,1,1,1,1,1,1,2,2,2,2
122470940,Voted,4,4,1,3,3,4,2,2,1,1,2,2,1,1,2,2,1,2,2,1,1,1,2,4,1,1,1,1,1,1,1,1,1,4,1,3,1,1,3,1,1
122481584,Voted,2,1,4,1,2,2,2,2,2,2,2,1,3,3,3,1,2,1,1,1,1,4,1,1,4,1,4,1,1,4,1,2,1,1,4,1,4,3,1,4,4
122486213,Voted,4,4,2,4,2,3,2,1,1,3,3,2,2,3,3,2,1,8,2,1,3,1,3,4,4,1,1,1,1,1,1,1,1,1,1,2,1,2,2,3,2
122504000,Voted,3,3,1,4,3,3,1,2,1,1,1,2,2,1,2,2,1,2,2,1,2,2,1,2,1,1,2,1,2,2,1,1,1,2,1,1,1,1,3,1,1
122504135,Voted,3,1,4,1,3,1,1,3,3,3,1,1,3,3,3,1,1,2,2,1,1,3,1,1,4,2,3,2,1,4,1,1,1,1,3,2,2,1,1,3,4
122510537,Voted,1,2,1,2,1,1,2,2,3,3,4,2,3,3,3,1,2,8,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,3
122540402,Voted,3,2,3,2,2,3,1,3,2,2,2,1,3,3,3,2,1,2,2,1,2,3,2,2,4,3,4,2,3,4,2,2,2,1,2,1,2,3,1,3,4
122582651,Voted,3,2,2,1,2,2,2,2,2,3,4,1,3,3,3,1,2,1,1,1,1,2,1,1,4,1,3,1,2,4,1,2,1,2,2,1,1,1,1,4,4
122587556,Voted,3,2,1,2,2,2,2,2,2,1,3,8,3,3,3,1,2,1,1,1,2,1,3,1,3,2,3,1,2,1,2,1,2,1,3,1,2,2,1,2,2
122596358,Voted,3,2,3,2,3,2,2,3,3,3,1,1,3,3,3,1,1,2,1,2,1,3,1,1,3,2,3,2,2,3,2,2,2,1,3,1,2,3,1,3,3
122599319,Voted,3,1,3,1,3,2,2,2,3,1,4,1,3,3,3,1,1,8,1,1,1,3,1,1,3,2,2,1,2,3,2,2,1,1,3,1,2,1,1,3,3
122614064,Voted,3,3,1,3,2,2,1,3,2,3,4,2,2,3,3,1,2,1,1,1,1,2,2,1,2,1,1,1,2,2,1,2,1,2,1,1,1,2,2,2,1
122617856,Voted,4,4,1,3,3,2,3,2,2,1,1,2,2,2,3,2,1,2,2,1,2,1,2,2,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,2
122623469,Voted,3,2,3,2,2,2,2,3,2,3,3,1,2,3,3,2,1,2,2,2,3,3,2,1,4,2,3,3,3,3,2,2,2,1,3,2,2,1,2,2,4
122630717,Voted,3,1,1,1,4,2,1,2,2,3,3,8,3,3,3,1,2,1,2,1,1,1,1,2,1,2,2,1,1,3,1,2,1,1,2,1,1,2,1,2,2
122660084,Voted,3,3,2,2,3,3,3,3,2,3,2,2,8,2,2,1,2,8,1,1,1,1,1,1,4,1,2,1,2,1,1,1,1,1,2,1,1,1,2,1,2
122669609,Voted,2,4,1,1,1,1,2,3,3,3,3,8,2,8,3,1,2,1,1,2,1,4,2,2,4,4,2,1,2,4,2,4,2,3,1,2,2,4,2,2,4
122685266,Voted,3,2,2,3,3,2,1,1,1,1,1,2,3,1,3,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1
122686790,Voted,3,2,2,2,2,2,2,3,2,3,3,1,2,2,2,1,1,2,2,1,1,1,1,1,3,2,2,1,2,2,1,1,1,1,1,1,1,3,1,2,2
122687255,Voted,3,1,3,1,3,2,2,2,2,3,3,1,3,3,3,1,2,1,1,1,2,4,1,1,4,2,2,1,3,4,2,2,1,1,2,2,2,1,1,2,2
122687744,Voted,2,1,3,1,2,3,2,2,2,3,2,1,8,3,3,2,2,2,2,1,1,3,2,1,3,2,3,2,1,4,2,2,2,1,3,1,2,3,1,4,3
122723150,Voted,3,2,3,1,2,2,2,3,2,1,2,1,3,3,3,2,1,2,1,1,1,2,1,1,2,1,2,1,1,2,1,1,1,1,1,1,1,1,2,1,2
122724467,Voted,2,2,2,1,1,1,3,3,3,4,3,8,3,3,3,1,2,1,2,2,1,3,1,2,4,2,4,1,2,4,1,2,2,1,2,2,1,2,1,3,2
122728364,Voted,1,1,1,1,2,1,1,2,2,2,3,1,2,2,2,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
122741258,Voted,1,3,1,2,1,2,2,2,2,3,4,2,2,3,3,1,1,1,2,1,3,1,3,2,2,1,2,1,2,1,1,3,1,3,1,2,1,1,2,1,1
122745437,Voted,3,1,4,1,3,3,2,3,3,3,2,1,2,3,3,2,1,1,1,2,2,4,1,1,4,1,3,3,3,4,3,2,1,1,3,1,2,1,1,2,3
122751902,Voted,4,2,2,1,3,2,1,3,2,2,3,1,3,3,3,1,2,2,1,1,1,2,1,1,4,2,2,1,1,4,1,1,1,1,1,1,1,3,1,2,3
122760026,Voted,3,2,3,1,3,2,1,1,1,2,1,1,3,3,3,2,1,2,1,1,1,3,1,1,4,2,2,2,2,3,2,2,1,1,2,1,2,3,1,3,3
122767355,Voted,3,2,1,4,3,2,2,1,2,3,2,2,3,2,3,2,1,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
122772362,Voted,3,1,3,1,1,1,2,3,2,3,4,1,3,3,3,1,2,1,2,1,2,4,2,1,4,1,2,1,2,4,2,2,1,2,3,2,2,2,1,4,4
122774291,Voted,4,1,3,1,3,3,2,3,3,3,2,1,3,3,3,1,1,1,1,1,1,3,1,1,4,3,4,4,2,3,2,2,2,1,2,2,2,1,3,4,4
122780960,Voted,2,1,1,1,1,1,2,3,3,3,3,8,3,3,3,1,2,1,1,1,1,2,2,1,3,1,4,1,1,3,1,1,1,1,1,1,1,2,1,2,3
122802173,Voted,3,2,2,2,2,2,2,1,2,1,1,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,3,3,3
122819360,Voted,3,3,1,3,2,2,1,2,1,1,2,2,2,2,3,2,1,1,2,1,2,1,1,1,2,2,1,1,2,1,1,2,2,2,2,1,1,2,2,2,2
122820485,Voted,3,3,2,1,2,1,2,3,3,3,3,1,3,3,3,1,2,1,1,1,1,3,1,1,3,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1
122842022,Voted,3,3,1,3,3,1,1,1,1,4,4,2,2,3,3,1,2,1,2,2,2,1,3,1,2,2,2,1,3,1,1,2,2,2,1,1,1,3,4,1,1
122887319,Voted,2,3,1,2,2,3,2,1,2,2,3,2,2,3,3,1,2,2,1,2,3,1,2,3,2,1,2,2,2,1,4,1,2,1,3,3,4,4,2,2,2
122900381,Voted,2,2,2,1,2,2,2,3,3,3,4,8,1,3,3,1,2,1,1,1,4,4,1,1,4,2,1,2,2,4,1,2,1,2,1,1,1,4,2,2,1
122907974,Voted,3,1,3,1,3,3,2,3,3,4,4,1,3,3,3,2,2,2,1,1,1,1,2,1,3,2,3,1,1,1,1,2,1,1,2,1,1,3,1,2,2
122911688,Voted,1,2,1,1,1,1,2,2,1,3,3,2,3,3,3,2,1,2,1,1,2,2,1,1,2,1,2,1,1,2,1,2,1,1,1,1,1,1,1,2,1
122917349,Voted,2,4,2,2,2,3,2,1,1,1,4,1,3,3,3,1,1,1,1,1,2,1,1,3,2,3,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1
122927042,Voted,3,2,2,2,3,2,3,2,2,2,4,8,3,2,2,1,1,2,1,1,2,3,3,3,4,2,3,1,4,4,1,2,1,2,2,2,3,3,4,3,2
122932544,Voted,3,3,2,2,2,2,1,3,2,3,3,2,3,3,2,2,1,2,2,2,2,1,2,2,3,2,2,2,2,1,2,1,1,2,2,1,2,2,2,2,2
122933174,Voted,3,3,2,2,2,2,1,2,2,1,4,8,2,3,3,2,2,1,1,1,1,2,1,1,4,1,1,1,1,2,1,2,1,1,2,1,1,2,1,1,2
